Route Number,ETA,Distance,Route,Time
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:50:23 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:50:51 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:51:19 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:51:39 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:52:05 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:52:24 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:52:49 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:53:07 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:53:28 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:53:49 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:54:09 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:54:30 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:54:54 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:55:13 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:55:38 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:55:58 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:56:23 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:56:45 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:57:15 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:57:40 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:58:00 2018
1,20 min,15.4 miles,I-278 W,Fri Sep 28 09:58:20 2018
1,20 min,15.4 miles,I-278 W,Fri Sep 28 09:58:41 2018
1,20 min,15.4 miles,I-278 W,Fri Sep 28 09:59:02 2018
1,20 min,15.4 miles,I-278 W,Fri Sep 28 09:59:25 2018
1,20 min,15.4 miles,I-278 W,Fri Sep 28 09:59:44 2018
1,20 min,15.4 miles,I-278 W,Fri Sep 28 10:00:08 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:00:27 2018
