Route Number,ETA,Distance,Route,Time
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:36:34 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:36:41 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:36:41 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:36:52 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:36:52 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:36:59 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:36:59 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:37:08 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:37:08 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:37:15 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:37:15 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:37:23 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:37:23 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:37:31 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:37:31 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:37:37 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:37:37 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:37:44 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:37:44 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:37:53 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:37:53 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:38:01 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:38:01 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:38:16 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:38:16 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:38:22 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:38:22 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:38:31 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:38:31 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:38:37 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:38:37 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:38:46 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:38:46 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:38:52 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:38:52 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:38:59 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:38:59 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:39:09 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:39:09 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:39:18 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:39:18 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:39:28 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:39:28 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:39:38 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:39:38 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:39:46 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:39:46 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:39:54 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:39:54 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:40:02 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:40:02 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:40:16 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:40:16 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:40:22 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:40:22 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:40:32 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:40:32 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:40:38 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:40:38 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:40:49 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:40:49 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:40:59 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:40:59 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:41:09 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:41:09 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:41:19 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:41:19 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:41:25 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:41:25 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:41:34 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:41:34 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:41:41 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:41:41 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:41:48 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:41:48 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:42:00 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:42:00 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:42:08 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:42:08 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:42:21 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:42:21 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:42:28 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:42:28 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:42:34 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:42:34 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:42:42 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:42:42 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:42:50 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:42:50 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:42:58 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:42:58 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:43:05 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:43:05 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:43:14 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:43:14 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:43:21 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:43:21 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:43:29 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:43:29 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:43:43 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:43:43 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:43:49 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:43:49 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:44:03 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:44:03 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:44:10 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:44:10 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:44:18 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:44:18 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:44:26 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:44:26 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:44:32 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:44:32 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:44:41 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:44:41 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:44:48 2018
2,28min,26.0mi,via CA-91 E,Fri Sep 28 01:44:48 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:44:58 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:44:58 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:45:09 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:45:09 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:45:16 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:45:16 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:45:24 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:45:24 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:45:30 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:45:30 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:45:44 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:45:44 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:45:51 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:45:51 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:45:57 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:45:57 2018
1,19min,21.8mi,via I-405 S,Fri Sep 28 01:46:06 2018
2,29min,26.0mi,via CA-91 E,Fri Sep 28 01:46:06 2018
